"","season","week","homeTeam","awayTeam","awayDefPoints","homeDefPoints","awayOffPoints","homeOffPoints"
"1",1999,1,"PHI","ARI",0,0,26,24
"2",1999,1,"IND","BUF",0,7,13,24
"3",1999,1,"NO","CAR",0,7,10,13
"4",1999,1,"TEN","CIN",0,0,34,34
"5",1999,1,"WAS","DAL",0,0,42,34
"6",1999,1,"SEA","DET",0,7,27,14
"7",1999,1,"CHI","KC",7,0,10,20
"8",1999,1,"DEN","MIA",7,0,31,21
"9",1999,1,"ATL","MIN",0,0,17,14
"10",1999,1,"NYJ","NE",7,7,23,21
"11",1999,1,"TB","NYG",14,0,3,13
"12",1999,1,"GB","LV",0,0,24,28
"13",1999,1,"CLE","PIT",0,0,44,0
"14",1999,1,"JAX","SF",0,14,3,26
"15",1999,2,"MIA","ARI",7,0,9,19
"16",1999,2,"DAL","ATL",0,7,7,17
"17",1999,2,"TEN","CLE",0,0,10,24
"18",1999,2,"KC","DEN",0,0,10,26
"19",1999,2,"DET","GB",0,0,13,24
"20",1999,2,"NE","IND",0,0,28,31
"21",1999,2,"CAR","JAX",0,0,23,21
"22",1999,2,"SF","NO",0,7,21,21
"23",1999,2,"BUF","NYJ",0,0,3,17
"24",1999,2,"MIN","LV",0,0,23,17
"25",1999,2,"BAL","PIT",0,0,23,20
"26",1999,2,"CIN","LAC",7,0,26,7
"27",1999,2,"CHI","SEA",0,0,14,13
"28",1999,2,"PHI","TB",0,0,20,3
"29",1999,2,"NYG","WAS",7,0,45,21
"30",1999,3,"LA","ATL",0,0,7,35
"31",1999,3,"LV","CHI",0,0,17,24
"32",1999,3,"CAR","CIN",0,0,3,27
"33",1999,3,"BAL","CLE",0,0,10,17
"34",1999,3,"TB","DEN",0,0,10,13
"35",1999,3,"KC","DET",0,0,21,31
"36",1999,3,"LAC","IND",0,7,27,10
"37",1999,3,"GB","MIN",0,7,20,16
"38",1999,3,"NE","NYG",0,0,14,16
"39",1999,3,"BUF","PHI",0,0,0,26
"40",1999,3,"PIT","SEA",14,0,15,10
"41",1999,3,"ARI","SF",0,0,24,10
"42",1999,3,"JAX","TEN",0,7,20,10
"43",1999,3,"NYJ","WAS",0,0,27,20
"44",1999,4,"DAL","ARI",0,14,7,21
"45",1999,4,"ATL","BAL",0,0,20,13
"46",1999,4,"MIA","BUF",7,0,16,19
"47",1999,4,"WAS","CAR",0,0,37,38
"48",1999,4,"PIT","JAX",0,0,13,3
"49",1999,4,"LAC","KC",0,0,14,21
"50",1999,4,"CLE","NE",0,0,20,7
"51",1999,4,"CHI","NO",0,0,10,14
"52",1999,4,"DEN","NYJ",0,0,21,13
"53",1999,4,"SEA","LV",0,0,21,23
"54",1999,4,"NYG","PHI",7,0,6,16
"55",1999,4,"CIN","LA",7,0,31,10
"56",1999,4,"MIN","TB",0,0,14,21
"57",1999,4,"SF","TEN",0,0,23,24
"58",1999,5,"NO","ATL",0,0,20,17
"59",1999,5,"TEN","BAL",0,0,9,14
"60",1999,5,"MIN","CHI",7,0,17,22
"61",1999,5,"CLE","CIN",0,0,20,17
"62",1999,5,"PHI","DAL",0,0,10,13
"63",1999,5,"LV","DEN",0,0,16,13
"64",1999,5,"NYJ","JAX",0,0,16,6
"65",1999,5,"IND","MIA",0,0,33,31
"66",1999,5,"KC","NE",0,0,14,16
"67",1999,5,"ARI","NYG",0,0,3,14
"68",1999,5,"BUF","PIT",0,0,21,24
"69",1999,5,"DET","LAC",7,0,13,10
"70",1999,5,"LA","SF",7,0,13,42
"71",1999,5,"GB","TB",0,0,23,26
"72",1999,6,"SF","CAR",0,14,31,16
"73",1999,6,"JAX","CLE",0,0,7,23
"74",1999,6,"NYG","DAL",0,7,10,6
"75",1999,6,"DEN","GB",0,0,10,31
"76",1999,6,"NYJ","IND",0,0,16,13
"77",1999,6,"NE","MIA",0,14,32,16
"78",1999,6,"DET","MIN",0,7,24,18
"79",1999,6,"BUF","LV",0,0,20,14
"80",1999,6,"CHI","PHI",0,0,20,16
"81",1999,6,"CIN","PIT",0,0,17,3
"82",1999,6,"LAC","SEA",0,0,10,13
"83",1999,6,"ATL","LA",7,0,34,13
"84",1999,6,"NO","TEN",7,0,17,20
"85",1999,6,"ARI","WAS",7,0,17,10
"86",1999,7,"PIT","ATL",0,0,7,13
"87",1999,7,"SEA","BUF",0,0,17,26
"88",1999,7,"TB","CHI",0,0,3,6
"89",1999,7,"IND","CIN",0,0,10,31
"90",1999,7,"LA","CLE",0,0,3,34
"91",1999,7,"NE","DEN",0,0,23,24
"92",1999,7,"CAR","DET",0,0,24,9
"93",1999,7,"LAC","GB",0,0,31,3
"94",1999,7,"BAL","KC",14,0,21,7
"95",1999,7,"NYG","NO",0,0,3,31
"96",1999,7,"LV","NYJ",0,0,23,24
"97",1999,7,"MIA","PHI",7,0,6,16
"98",1999,7,"MIN","SF",7,0,9,38
"99",1999,7,"DAL","WAS",0,7,20,31
"100",1999,8,"BAL","BUF",0,0,13,10
"101",1999,8,"ATL","CAR",0,0,20,27
"102",1999,8,"WAS","CHI",0,7,21,41
"103",1999,8,"NO","CLE",0,0,21,16
"104",1999,8,"IND","DAL",0,0,24,33
"105",1999,8,"CIN","JAX",0,0,41,10
"106",1999,8,"LV","MIA",0,0,16,9
"107",1999,8,"DEN","MIN",7,0,17,17
"108",1999,8,"ARI","NE",0,0,28,3
"109",1999,8,"PHI","NYG",7,0,17,17
"110",1999,8,"KC","LAC",0,7,0,27
"111",1999,8,"GB","SEA",7,0,20,7
"112",1999,8,"TEN","LA",0,0,21,24
"113",1999,8,"DET","TB",0,7,3,13
"114",1999,9,"NYJ","ARI",0,0,7,13
"115",1999,9,"CLE","BAL",7,0,34,10
"116",1999,9,"WAS","BUF",0,0,34,17
"117",1999,9,"GB","CHI",0,0,14,13
"118",1999,9,"SEA","CIN",0,0,20,37
"119",1999,9,"MIN","DAL",0,0,17,27
"120",1999,9,"LAC","DEN",7,0,26,17
"121",1999,9,"ATL","JAX",0,0,30,7
"122",1999,9,"IND","KC",0,0,17,26
"123",1999,9,"CAR","PHI",0,0,7,33
"124",1999,9,"SF","PIT",0,0,27,6
"125",1999,9,"DET","LA",0,0,24,30
"126",1999,9,"NO","TB",0,0,31,16
"127",1999,9,"MIA","TEN",0,0,0,17
"128",1999,10,"JAX","BAL",0,0,3,6
"129",1999,10,"LA","CAR",0,14,10,21
"130",1999,10,"PIT","CLE",0,0,17,16
"131",1999,10,"SEA","DEN",0,0,17,20
"132",1999,10,"ARI","DET",7,0,14,23
"133",1999,10,"DAL","GB",0,7,13,20
"134",1999,10,"NYG","IND",7,0,20,20
"135",1999,10,"TB","KC",0,0,10,17
"136",1999,10,"BUF","MIA",0,0,3,23
"137",1999,10,"CHI","MIN",0,0,27,24
"138",1999,10,"NE","NYJ",0,0,24,17
"139",1999,10,"LV","LAC",0,0,10,28
"140",1999,10,"NO","SF",0,0,6,24
"141",1999,10,"CIN","TEN",0,0,24,14
"142",1999,10,"PHI","WAS",0,0,28,33
"143",1999,11,"TB","ATL",0,7,10,12
"144",1999,11,"CIN","BAL",7,7,27,24
"145",1999,11,"NYJ","BUF",0,7,7,10
"146",1999,11,"CLE","CAR",0,0,31,17
"147",1999,11,"LAC","CHI",0,0,23,20
"148",1999,11,"ARI","DAL",0,0,7,13
"149",1999,11,"GB","DET",0,0,17,26
"150",1999,11,"PHI","IND",0,7,44,10
"151",1999,11,"MIA","NE",0,0,17,27
"152",1999,11,"JAX","NO",0,7,24,34
"153",1999,11,"WAS","NYG",0,7,13,16
"154",1999,11,"DEN","LV",0,0,20,26
"155",1999,11,"TEN","PIT",0,0,10,14
"156",1999,11,"KC","SEA",0,0,31,20
"157",1999,11,"SF","LA",7,0,16,7
"158",1999,12,"NYG","ARI",7,0,27,24
"159",1999,12,"CAR","ATL",0,0,28,34
"160",1999,12,"DET","CHI",0,0,17,21
"161",1999,12,"PIT","CIN",7,0,20,20
"162",1999,12,"SF","GB",0,0,20,3
"163",1999,12,"BAL","JAX",7,0,21,23
"164",1999,12,"LV","KC",14,7,23,27
"165",1999,12,"DAL","MIA",0,7,0,13
"166",1999,12,"BUF","NE",0,0,7,17
"167",1999,12,"LA","NO",0,0,12,42
"168",1999,12,"IND","NYJ",0,0,6,13
"169",1999,12,"WAS","PHI",0,0,17,20
"170",1999,12,"MIN","LAC",0,0,27,35
"171",1999,12,"SEA","TB",0,0,16,3
"172",1999,12,"CLE","TEN",7,0,27,21
"173",1999,13,"LAC","CLE",0,0,10,23
"174",1999,13,"NE","DAL",0,0,6,13
"175",1999,13,"CHI","GB",7,7,28,13
"176",1999,13,"MIA","IND",7,7,30,27
"177",1999,13,"DEN","KC",7,0,10,10
"178",1999,13,"TB","MIN",0,7,17,17
"179",1999,13,"ATL","NO",0,7,13,28
"180",1999,13,"NYG","NYJ",0,0,28,41
"181",1999,13,"ARI","PHI",0,7,17,14
"182",1999,13,"JAX","PIT",0,0,6,20
"183",1999,13,"LV","SEA",0,0,21,30
"184",1999,13,"CIN","SF",0,0,31,44
"185",1999,13,"CAR","LA",7,0,27,21
"186",1999,13,"BAL","TEN",0,7,13,34
"187",1999,13,"DET","WAS",0,14,17,19
"188",1999,14,"WAS","ARI",0,0,3,28
"189",1999,14,"SF","ATL",7,0,0,24
"190",1999,14,"PIT","BAL",0,0,31,24
"191",1999,14,"GB","CAR",0,7,34,24
"192",1999,14,"CIN","CLE",0,7,28,38
"193",1999,14,"JAX","DEN",0,0,24,27
"194",1999,14,"TB","DET",0,0,16,21
"195",1999,14,"NYJ","MIA",0,7,20,23
"196",1999,14,"KC","MIN",7,7,21,24
"197",1999,14,"IND","NE",0,0,16,20
"198",1999,14,"BUF","NYG",0,0,19,17
"199",1999,14,"TEN","LV",0,0,14,21
"200",1999,14,"DAL","PHI",0,0,10,20
"201",1999,14,"SEA","LAC",0,0,19,16
"202",1999,14,"NO","LA",0,0,30,13
"203",1999,15,"TEN","ATL",0,0,17,30
"204",1999,15,"ARI","BUF",0,0,31,21
"205",1999,15,"CHI","DET",0,0,10,28
"206",1999,15,"MIN","GB",0,0,20,24
"207",1999,15,"CLE","JAX",0,0,24,14
"208",1999,15,"PHI","NE",0,0,9,24
"209",1999,15,"BAL","NO",0,7,7,24
"210",1999,15,"LA","NYG",0,14,10,17
"211",1999,15,"DAL","NYJ",0,0,23,21
"212",1999,15,"KC","PIT",0,7,20,28
"213",1999,15,"MIA","LAC",0,0,9,12
"214",1999,15,"DEN","SEA",0,14,30,23
"215",1999,15,"CAR","SF",0,0,24,41
"216",1999,15,"LV","TB",0,7,0,38
"217",1999,15,"IND","WAS",0,0,20,24
"218",1999,16,"ATL","ARI",0,0,14,37
"219",1999,16,"NE","BUF",0,0,13,10
"220",1999,16,"PIT","CAR",0,7,21,24
"221",1999,16,"LA","CHI",0,7,14,27
"222",1999,16,"BAL","CIN",0,0,0,22
"223",1999,16,"NO","DAL",0,7,24,24
"224",1999,16,"DET","DEN",0,0,17,7
"225",1999,16,"TB","GB",0,0,10,30
"226",1999,16,"CLE","IND",0,0,30,28
"227",1999,16,"TEN","JAX",0,0,14,41
"228",1999,16,"SEA","KC",0,0,14,23
"229",1999,16,"NYG","MIN",0,0,35,16
"230",1999,16,"MIA","NYJ",7,0,31,31
"231",1999,16,"LAC","LV",0,0,20,23
"232",1999,16,"SF","WAS",0,0,27,20
"233",1999,17,"GB","ARI",0,0,24,49
"234",1999,17,"NE","BAL",0,7,3,13
"235",1999,17,"JAX","CIN",0,0,7,24
"236",1999,17,"MIN","DET",0,0,17,24
"237",1999,17,"BUF","IND",0,0,6,31
"238",1999,17,"WAS","MIA",0,0,10,21
"239",1999,17,"CAR","NO",0,0,14,45
"240",1999,17,"DAL","NYG",0,0,17,26
"241",1999,17,"KC","LV",7,14,34,24
"242",1999,17,"DEN","LAC",0,0,13,6
"243",1999,17,"NYJ","SEA",0,0,9,19
"244",1999,17,"ATL","SF",0,7,28,27
"245",1999,17,"PHI","LA",0,14,31,24
"246",1999,17,"CHI","TB",0,0,20,6
"247",1999,17,"PIT","TEN",14,7,31,28
"248",2000,1,"NYG","ARI",0,0,17,21
"249",2000,1,"PIT","BAL",0,0,16,0
"250",2000,1,"WAS","CAR",0,0,17,20
"251",2000,1,"MIN","CHI",0,0,27,30
"252",2000,1,"LA","DEN",7,7,30,35
"253",2000,1,"NO","DET",7,7,6,3
"254",2000,1,"KC","IND",7,0,20,14
"255",2000,1,"CLE","JAX",0,0,27,7
"256",2000,1,"GB","NYJ",0,0,20,16
"257",2000,1,"DAL","PHI",7,0,34,13
"258",2000,1,"LV","LAC",0,0,7,7
"259",2000,1,"MIA","SEA",0,0,0,23
"260",2000,1,"ATL","SF",0,7,28,29
"261",2000,1,"NE","TB",0,7,21,10
"262",2000,1,"BUF","TEN",0,0,13,16
"263",2000,2,"DEN","ATL",0,0,14,41
"264",2000,2,"SF","CAR",0,0,38,21
"265",2000,2,"TB","CHI",0,7,0,34
"266",2000,2,"CIN","CLE",0,0,24,7
"267",2000,2,"ARI","DAL",7,0,24,33
"268",2000,2,"BUF","GB",0,0,17,27
"269",2000,2,"BAL","JAX",0,0,36,38
"270",2000,2,"TEN","KC",7,0,7,17
"271",2000,2,"MIN","MIA",0,0,7,13
"272",2000,2,"NYJ","NE",0,0,19,21
"273",2000,2,"LAC","NO",0,0,30,27
"274",2000,2,"PHI","NYG",0,0,33,20
"275",2000,2,"IND","LV",0,0,38,31
"276",2000,2,"SEA","LA",7,7,30,27
"277",2000,2,"DET","WAS",0,0,10,15
"278",2000,3,"CAR","ATL",0,0,13,10
"279",2000,3,"MIA","BAL",0,0,6,20
"280",2000,3,"NYJ","BUF",0,0,14,27
"281",2000,3,"JAX","CIN",0,0,0,13
"282",2000,3,"WAS","DAL",0,0,27,21
"283",2000,3,"LV","DEN",7,7,26,17
"284",2000,3,"NE","MIN",0,0,21,14
"285",2000,3,"SEA","NO",0,0,10,20
"286",2000,3,"CHI","NYG",0,0,14,7
"287",2000,3,"GB","PHI",0,0,3,6
"288",2000,3,"CLE","PIT",0,0,20,23
"289",2000,3,"LA","SF",0,0,24,41
"290",2000,3,"DET","TB",0,0,31,10
"291",2000,4,"BAL","CIN",0,0,0,37
"292",2000,4,"LV","CLE",0,7,10,27
"293",2000,4,"CHI","DET",0,0,21,14
"294",2000,4,"ARI","GB",0,0,29,3
"295",2000,4,"IND","JAX",0,0,14,41
"296",2000,4,"DEN","KC",0,7,24,16
"297",2000,4,"MIA","NE",0,0,3,10
"298",2000,4,"TB","NYJ",0,7,20,10
"299",2000,4,"NO","PHI",7,0,14,7
"300",2000,4,"LAC","SEA",7,0,13,12
"301",2000,4,"DAL","SF",0,0,41,24
"302",2000,4,"ATL","LA",7,0,34,20
"303",2000,4,"PIT","TEN",0,0,23,20
"304",2000,4,"NYG","WAS",0,0,17,7
"305",2000,5,"SF","ARI",0,0,20,27
"306",2000,5,"PHI","ATL",7,0,3,37
"307",2000,5,"CLE","BAL",0,0,12,0
"308",2000,5,"GB","CHI",0,0,27,24
"309",2000,5,"CAR","DAL",0,0,13,13
"310",2000,5,"BUF","IND",0,0,17,16
"311",2000,5,"CIN","MIA",7,0,24,16
"312",2000,5,"DET","MIN",0,0,31,24
"313",2000,5,"DEN","NE",0,0,28,17
"314",2000,5,"TEN","NYG",0,0,14,28
"315",2000,5,"JAX","PIT",0,0,24,13
"316",2000,5,"LA","LAC",0,0,31,57
"317",2000,5,"KC","SEA",0,0,17,24
"318",2000,5,"WAS","TB",0,0,17,20
"319",2000,6,"JAX","BAL",0,0,15,10
"320",2000,6,"ARI","CLE",0,0,21,30
"321",2000,6,"LAC","DEN",0,0,21,7
"322",2000,6,"DET","GB",0,7,23,24
"323",2000,6,"NE","IND",0,0,16,24
"324",2000,6,"CHI","NO",0,7,31,3
"325",2000,6,"ATL","NYG",0,0,13,6
"326",2000,6,"SF","LV",0,0,34,28
"327",2000,6,"NYJ","PIT",0,0,20,3
"328",2000,6,"CAR","SEA",0,0,3,26
"329",2000,6,"MIN","TB",7,0,16,30
"330",2000,6,"CIN","TEN",0,7,23,7
"331",2000,6,"PHI","WAS",0,0,17,14
"332",2000,7,"LA","ATL",0,0,28,42
"333",2000,7,"WAS","BAL",0,0,3,10
"334",2000,7,"NO","CAR",0,0,6,24
"335",2000,7,"PIT","CIN",0,0,0,13
"336",2000,7,"DEN","CLE",0,7,10,37
"337",2000,7,"NYG","DAL",0,0,14,20
"338",2000,7,"SEA","IND",0,0,37,24
"339",2000,7,"TEN","JAX",0,0,13,27
"340",2000,7,"CHI","MIN",0,0,28,17
"341",2000,7,"NE","NYJ",7,0,27,17
"342",2000,7,"KC","LV",0,0,20,17
"343",2000,7,"ARI","PHI",0,0,34,14
"344",2000,7,"BUF","LAC",0,0,24,27
"345",2000,7,"GB","SF",0,0,28,31
"346",2000,8,"DAL","ARI",0,7,7,41
"347",2000,8,"MIN","BUF",0,0,27,30
"348",2000,8,"PHI","CHI",0,0,9,13
"349",2000,8,"PIT","CLE",0,0,0,22
"350",2000,8,"CIN","DEN",0,0,21,31
"351",2000,8,"TB","DET",0,0,27,12
"352",2000,8,"NYJ","MIA",0,0,37,41
"353",2000,8,"IND","NE",0,0,23,31
"354",2000,8,"ATL","NO",0,0,21,20
"355",2000,8,"LV","SEA",0,0,3,31
"356",2000,8,"CAR","SF",0,7,17,27
"357",2000,8,"KC","LA",0,7,35,48
"358",2000,8,"BAL","TEN",7,0,7,6
"359",2000,8,"JAX","WAS",0,0,35,16
"360",2000,9,"ATL","CAR",0,0,12,13
"361",2000,9,"CLE","CIN",0,0,10,3
"362",2000,9,"IND","DET",0,0,17,28
"363",2000,9,"MIA","GB",0,7,20,21
"364",2000,9,"DAL","JAX",0,0,24,17
"365",2000,9,"SEA","KC",0,0,24,20
"366",2000,9,"TB","MIN",0,7,13,34
"367",2000,9,"ARI","NO",7,0,14,10
"368",2000,9,"BUF","NYJ",0,7,20,16
"369",2000,9,"LAC","LV",0,0,15,14
"370",2000,9,"NYG","PHI",0,0,7,24
"371",2000,9,"BAL","PIT",0,0,10,6
"372",2000,9,"SF","LA",0,0,34,24
"373",2000,9,"WAS","TEN",14,0,13,21
"374",2000,10,"CIN","BAL",0,0,27,7
"375",2000,10,"NE","BUF",0,0,16,13
"376",2000,10,"LA","CAR",0,0,26,24
"377",2000,10,"PHI","DAL",0,0,13,16
"378",2000,10,"NYJ","DEN",0,0,30,23
"379",2000,10,"CHI","IND",0,7,24,20
"380",2000,10,"LV","KC",0,0,31,49
"381",2000,10,"DET","MIA",0,0,23,7
"382",2000,10,"GB","MIN",0,0,20,27
"383",2000,10,"CLE","NYG",0,0,24,3
"384",2000,10,"TEN","PIT",0,0,7,9
"385",2000,10,"SEA","LAC",0,0,16,17
"386",2000,10,"NO","SF",0,0,14,31
"387",2000,10,"ATL","TB",0,0,27,14
"388",2000,10,"ARI","WAS",0,7,16,10
"389",2000,11,"MIN","ARI",0,0,14,31
"390",2000,11,"DET","ATL",0,0,10,13
"391",2000,11,"TEN","BAL",0,7,24,17
"392",2000,11,"BUF","CHI",0,7,3,13
"393",2000,11,"DAL","CIN",0,0,6,23
"394",2000,11,"TB","GB",0,0,16,20
"395",2000,11,"SF","KC",0,0,7,21
"396",2000,11,"LAC","MIA",0,0,17,7
"397",2000,11,"CLE","NE",0,0,10,19
"398",2000,11,"CAR","NO",7,0,13,10
"399",2000,11,"IND","NYJ",0,0,14,23
"400",2000,11,"DEN","LV",0,7,36,17
"401",2000,11,"PIT","PHI",0,7,26,16
"402",2000,11,"JAX","SEA",0,0,28,21
"403",2000,11,"NYG","LA",0,0,38,24
"404",2000,12,"PHI","ARI",0,7,10,27
"405",2000,12,"SF","ATL",0,7,6,9
"406",2000,12,"KC","BUF",0,0,21,17
"407",2000,12,"MIN","CAR",0,0,17,31
"408",2000,12,"NE","CIN",0,0,13,16
"409",2000,12,"TEN","CLE",7,0,3,24
"410",2000,12,"BAL","DAL",0,0,0,27
"411",2000,12,"NYG","DET",0,0,31,21
"412",2000,12,"GB","IND",0,0,24,24
"413",2000,12,"PIT","JAX",0,0,34,24
"414",2000,12,"MIA","NYJ",0,0,20,3
"415",2000,12,"NO","LV",0,0,31,23
"416",2000,12,"DEN","LAC",7,0,30,38
"417",2000,12,"CHI","TB",0,7,10,6
"418",2000,12,"LA","WAS",0,0,33,20
"419",2000,13,"LV","ATL",0,0,14,41
"420",2000,13,"TB","BUF",0,7,17,24
"421",2000,13,"NYJ","CHI",0,0,10,17
"422",2000,13,"BAL","CLE",0,0,7,44
"423",2000,13,"SEA","DEN",7,14,31,17
"424",2000,13,"CAR","GB",0,0,14,31
"425",2000,13,"LAC","KC",7,0,9,17
"426",2000,13,"IND","MIA",0,0,17,14
"427",2000,13,"DAL","MIN",0,0,27,16
"428",2000,13,"DET","NE",0,7,9,27
"429",2000,13,"LA","NO",0,0,31,24
"430",2000,13,"ARI","NYG",0,0,31,7
"431",2000,13,"WAS","PHI",0,0,23,20
"432",2000,13,"CIN","PIT",7,0,41,28
"433",2000,13,"JAX","TEN",0,0,13,16
"434",2000,14,"CIN","ARI",0,0,14,24
"435",2000,14,"JAX","CLE",0,0,0,48
"436",2000,14,"TB","DAL",0,7,7,20
"437",2000,14,"NO","DEN",0,0,38,23
"438",2000,14,"MIN","DET",0,0,17,24
"439",2000,14,"CHI","GB",7,0,21,6
"440",2000,14,"NYJ","IND",0,0,17,27
"441",2000,14,"NE","KC",0,0,24,30
"442",2000,14,"BUF","MIA",0,0,33,7
"443",2000,14,"WAS","NYG",0,0,9,7
"444",2000,14,"PIT","LV",7,0,13,21
"445",2000,14,"ATL","SEA",7,0,23,10
"446",2000,14,"LAC","SF",7,0,37,17
"447",2000,14,"CAR","LA",0,7,3,9
"448",2000,14,"PHI","TEN",0,0,15,13
"449",2000,15,"JAX","ARI",0,0,10,44
"450",2000,15,"IND","BUF",0,14,20,30
"451",2000,15,"KC","CAR",0,0,14,16
"452",2000,15,"TEN","CIN",0,0,3,35
"453",2000,15,"GB","DET",0,0,13,26
"454",2000,15,"LA","MIN",0,0,28,41
"455",2000,15,"CHI","NE",0,0,17,24
"456",2000,15,"SF","NO",0,0,30,28
"457",2000,15,"LV","NYJ",0,7,7,24
"458",2000,15,"CLE","PHI",0,0,35,24
"459",2000,15,"NYG","PIT",0,0,10,30
"460",2000,15,"BAL","LAC",0,0,3,24
"461",2000,15,"DEN","SEA",0,7,24,24
"462",2000,15,"MIA","TB",7,0,9,13
"463",2000,15,"DAL","WAS",0,0,14,33
"464",2000,16,"NO","ATL",0,7,7,16
"465",2000,16,"ARI","BAL",0,0,13,7
"466",2000,16,"SF","CHI",0,0,0,17
"467",2000,16,"KC","DEN",0,0,7,20
"468",2000,16,"NYJ","DET",0,0,10,7
"469",2000,16,"MIN","GB",0,0,33,28
"470",2000,16,"MIA","IND",0,0,20,13
"471",2000,16,"CIN","JAX",0,7,14,10
"472",2000,16,"BUF","NE",0,0,13,10
"473",2000,16,"DAL","NYG",0,0,17,13
"474",2000,16,"SEA","LV",0,0,24,27
"475",2000,16,"CAR","LAC",7,14,14,17
"476",2000,16,"TB","LA",0,0,35,38
"477",2000,16,"CLE","TEN",0,0,24,0
"478",2000,16,"PIT","WAS",0,7,3,17
"479",2000,17,"WAS","ARI",0,0,3,20
"480",2000,17,"SEA","BUF",0,0,42,24
"481",2000,17,"LV","CAR",0,14,9,38
"482",2000,17,"DET","CHI",7,0,16,20
"483",2000,17,"PHI","CIN",0,0,7,16
"484",2000,17,"TEN","DAL",0,14,0,17
"485",2000,17,"NYG","JAX",0,0,24,28
"486",2000,17,"ATL","KC",0,0,14,29
"487",2000,17,"NE","MIA",0,0,27,24
"488",2000,17,"IND","MIN",0,0,10,31
"489",2000,17,"BAL","NYJ",0,21,20,10
"490",2000,17,"LAC","PIT",0,7,34,14
"491",2000,17,"DEN","SF",0,0,10,38
"492",2000,17,"NO","LA",0,7,27,14
"493",2000,17,"GB","TB",0,0,13,17
"494",2001,1,"SF","ATL",0,0,13,16
"495",2001,1,"MIN","CAR",0,0,24,14
"496",2001,1,"BAL","CHI",0,0,6,17
"497",2001,1,"GB","DET",0,0,6,28
"498",2001,1,"NYJ","IND",14,0,31,24
"499",2001,1,"TEN","MIA",7,7,24,17
"500",2001,1,"CIN","NE",0,0,17,23
"501",2001,1,"BUF","NO",0,0,24,6
"502",2001,1,"DEN","NYG",0,0,21,31
"503",2001,1,"KC","LV",0,7,26,17
"504",2001,1,"JAX","PIT",0,0,3,21
"505",2001,1,"CLE","SEA",0,0,9,6
"506",2001,1,"PHI","LA",0,0,20,17
"507",2001,1,"DAL","TB",0,0,10,6
"508",2001,1,"LAC","WAS",0,7,3,23
"509",2001,2,"CIN","BAL",0,7,10,14
"510",2001,2,"IND","BUF",7,0,20,42
"511",2001,2,"ATL","CAR",0,0,16,24
"512",2001,2,"ARI","DEN",0,0,37,17
"513",2001,2,"CLE","DET",7,0,7,24
"514",2001,2,"CHI","MIN",0,0,10,17
"515",2001,2,"KC","NYG",0,0,13,3
"516",2001,2,"NE","NYJ",0,0,10,3
"517",2001,2,"MIA","LV",7,0,9,17
"518",2001,2,"SEA","PHI",0,0,27,3
"519",2001,2,"DAL","LAC",0,0,33,21
"520",2001,2,"SF","LA",0,0,30,27
"521",2001,2,"JAX","TEN",0,0,6,13
"522",2001,2,"GB","WAS",0,7,0,30
"523",2001,3,"ARI","ATL",0,0,34,14
"524",2001,3,"DEN","BAL",0,0,20,13
"525",2001,3,"LAC","CIN",0,0,14,28
"526",2001,3,"JAX","CLE",7,7,16,7
"527",2001,3,"PHI","DAL",0,7,20,34
"528",2001,3,"CAR","GB",0,0,27,7
"529",2001,3,"NE","IND",0,14,14,30
"530",2001,3,"WAS","KC",0,0,45,13
"531",2001,3,"LA","MIA",0,0,10,42
"532",2001,3,"NYG","NO",0,0,13,21
"533",2001,3,"BUF","PIT",7,0,13,3
"534",2001,3,"LV","SEA",0,7,14,31
"535",2001,3,"NYJ","SF",0,0,19,17
"536",2001,3,"MIN","TB",0,0,16,20
"537",2001,4,"PHI","ARI",7,0,14,20
"538",2001,4,"SF","CAR",7,0,7,24
"539",2001,4,"ATL","CHI",7,0,24,3
"540",2001,4,"PIT","CIN",0,0,7,16
"541",2001,4,"LV","DAL",0,0,21,28
"542",2001,4,"TB","GB",0,7,10,7
"543",2001,4,"SEA","JAX",0,0,16,24
"544",2001,4,"DEN","KC",0,0,6,20
"545",2001,4,"NO","MIN",0,7,14,22
"546",2001,4,"MIA","NE",0,7,10,23
"547",2001,4,"BUF","NYJ",14,0,28,38
"548",2001,4,"CLE","LAC",0,0,16,20
"549",2001,4,"DET","LA",7,0,28,0
"550",2001,4,"BAL","TEN",7,0,0,27
"551",2001,4,"NYG","WAS",0,7,9,16
"552",2001,5,"CHI","ARI",0,7,13,13
"553",2001,5,"GB","BAL",0,0,24,31
"554",2001,5,"CIN","CLE",0,0,14,23
"555",2001,5,"SEA","DEN",7,14,14,20
"556",2001,5,"MIN","DET",0,0,27,31
"557",2001,5,"NYJ","MIA",0,0,17,21
"558",2001,5,"CAR","NO",0,7,27,20
"559",2001,5,"LA","NYG",0,0,14,16
"560",2001,5,"IND","LV",7,0,16,20
"561",2001,5,"KC","PIT",7,0,13,14
"562",2001,5,"NE","LAC",7,0,20,30
"563",2001,5,"ATL","SF",0,0,38,30
"564",2001,5,"TEN","TB",0,0,28,30
"565",2001,5,"DAL","WAS",0,0,7,9
"566",2001,6,"NO","ATL",0,0,20,13
"567",2001,6,"CLE","BAL",0,0,13,24
"568",2001,6,"JAX","BUF",0,0,13,10
"569",2001,6,"WAS","CAR",0,7,14,10
"570",2001,6,"CIN","CHI",0,0,24,0
"571",2001,6,"LAC","DEN",0,0,10,27
